Study,Plot,TRT,GT,Wh,Pop,Rep,RXA,SXA,CXA,CSR,CF,CCS,Num,Dens,Perim,Pmdiff,AA,AAP,MXN,MXA,MXP,MXM,MXL,MXW,Lwmax,Lwrat,ECC,JSM,J_max,J_med,CDM,CD24med,AvgCDiam,MaxCD,HYP,OUT,CD35avg,INN
PA15,708,HN,Mo-030,3,IBM,7,1.437560982,0.269073326,1.168487656,4.342636538,10,1354.468638,NA,NA,NA,NA,0.147965777,12.66301586,9,0.058542063,21.75691803,6848.191546,NA,NA,NA,1.15184286,NA,NA,NA,NA,38.6256,NA,NA,34.355575,NA,NA,NA,NA
PA15,709,HN,Mo-181,3,IBM,7,1.401306099,0.321333688,1.079972412,3.36090629,9.5,1843.298475,NA,NA,NA,NA,0.466094584,43.15800837,12,0.072670857,22.61538702,6494.036606,NA,NA,NA,1.228797016,NA,NA,NA,NA,38.0024,NA,NA,34.6795375,NA,NA,NA,NA
PA15,709,HN,Mo-181,3,IBM,7,1.576418868,0.341458572,1.234960295,3.616720725,10.5,1406.7013,NA,NA,NA,NA,0.2158277,17.476489,12,0.051601761,15.11215847,4289.927524,NA,NA,NA,1.059969621,NA,NA,NA,NA,36.0539,NA,NA,30.2372625,NA,NA,NA,NA
PA15,710,HN,Mo-129,3,IBM,7,1.817976337,0.400578718,1.417397619,3.538374747,10.5,1981.76485,NA,NA,NA,NA,0.091462532,6.452849289,12,0.086069706,21.48634023,7387.679766,NA,NA,NA,1.258174111,NA,NA,NA,NA,41.3247,NA,NA,29.339,NA,NA,NA,NA
PA15,710,HN,Mo-129,3,IBM,7,2.185017525,0.42227821,1.762739314,4.174355371,10.5,2512.95055,NA,NA,NA,NA,0.404352563,22.93887472,12,0.09370268,22.18979763,8313.331206,NA,NA,NA,1.239372632,NA,NA,NA,NA,44.4909,NA,NA,33.6517625,NA,NA,NA,NA
PA15,711,HN,Mo-323,3,IBM,7,1.503912511,0.401850914,1.102061597,2.742463834,10.5,1467.360025,NA,NA,NA,NA,0.334212649,30.32613153,10,0.057125462,14.21558586,5813.865834,NA,NA,NA,1.110219002,NA,NA,NA,NA,31.2779,NA,NA,28.8917125,NA,NA,NA,NA
PA15,711,HN,Mo-323,3,IBM,7,1.595402426,0.386362974,1.209039452,3.129283943,10,1454.713825,NA,NA,NA,NA,0.427048558,35.32130879,10,0.077135612,19.96454547,7531.140412,NA,NA,NA,1.168502725,NA,NA,NA,NA,37.06555,NA,NA,36.33,NA,NA,NA,NA
PA15,801,HN,Mo-126,3,IBM,8,1.350816237,0.281162601,1.069653635,3.804395143,10.5,1787.733175,NA,NA,NA,NA,0.12584419,11.76494764,10,0.077916659,27.71231259,7899.243347,NA,NA,NA,1.281376676,NA,NA,NA,NA,34.1055,NA,NA,32.3072,NA,NA,NA,NA
PA15,801,HN,Mo-126,3,IBM,8,1.803398553,0.355098245,1.448300308,4.078590441,13,1921.312213,NA,NA,NA,NA,0,0,11,0.073639391,20.73775145,6628.333357,NA,NA,NA,1.291262124,NA,NA,NA,NA,30.40435,NA,NA,23.3922125,NA,NA,NA,NA
PA15,802,HN,Mo-129,3,IBM,8,2.337609009,0.73307807,1.604530939,2.188758614,13,1413.683825,NA,NA,NA,NA,0.047380008,2.952888383,17,0.11599851,15.82348657,7451.612901,NA,NA,NA,1.167488063,NA,NA,NA,NA,30.9015,NA,NA,18.8446,NA,NA,NA,NA
PA15,802,HN,Mo-129,3,IBM,8,2.148844487,0.65370428,1.495140206,2.287181301,10.5,1525.5043,NA,NA,NA,NA,0.024856635,1.662495243,17,0.112430499,17.19898461,7085.369141,NA,NA,NA,1.325130896,NA,NA,NA,NA,38.5702,NA,NA,27.71895,NA,NA,NA,NA
PA15,803,HN,Mo-201,3,IBM,8,1.837395767,0.491108308,1.346287459,2.741324952,10,1722.586563,NA,NA,NA,NA,0.100775465,7.485434468,12,0.101461286,20.65965582,8382.198795,NA,NA,NA,1.116090637,NA,NA,NA,NA,36.55715,NA,NA,40.0982,NA,NA,NA,NA
PA15,803,HN,Mo-201,3,IBM,8,1.950418826,0.481567677,1.468851148,3.050144804,10,2052.371625,NA,NA,NA,NA,0.011168616,0.760364058,11,0.103455787,21.48312518,9840.369911,NA,NA,NA,1.132927122,NA,NA,NA,NA,40.9898,NA,NA,35.1624875,NA,NA,NA,NA
PA15,804,HN,Mo-178,3,IBM,8,1.263638545,0.3243525,0.939286045,2.895880391,9.5,1811.14505,NA,NA,NA,NA,0.015429983,1.642735244,9,0.059013775,18.19433338,6607.036007,NA,NA,NA,1.112770533,NA,NA,NA,NA,34.2162,NA,NA,28.6370375,NA,NA,NA,NA
PA15,804,HN,Mo-178,3,IBM,8,1.599861343,0.38772385,1.212137492,3.126290765,10.5,2288.619875,NA,NA,NA,NA,0.047744691,3.938884112,10,0.074333649,19.17180212,7074.823076,NA,NA,NA,1.172534497,NA,NA,NA,NA,35.5756,NA,NA,35.54515,NA,NA,NA,NA
PA15,805,HN,Mo-365,3,IBM,8,1.162788352,0.28189174,0.880896612,3.124946518,11,1325.6174,NA,NA,NA,NA,0.042914073,4.87163555,13,0.053943141,19.13611966,4041.903,NA,NA,NA,1.260124743,NA,NA,NA,NA,29.3904,NA,NA,27.411375,NA,NA,NA,NA
PA15,805,HN,Mo-365,3,IBM,8,1.682314711,0.39212058,1.290194131,3.290299459,12,1407.646863,NA,NA,NA,NA,0.06857651,5.315208654,13,0.062275933,15.88183241,4917.127952,NA,NA,NA,1.150034075,NA,NA,NA,NA,35.62385,NA,NA,31.3834,NA,NA,NA,NA
PA15,806,HN,Mo-181,3,IBM,8,1.124193639,0.172940972,0.951252667,5.500447094,9.5,1904.370775,NA,NA,NA,NA,0.083247823,8.751389132,6,0.033417144,19.322861,5627.48703,NA,NA,NA,1.045581511,NA,NA,NA,NA,41.6816,NA,NA,42.5555375,NA,NA,NA,NA
PA15,806,HN,Mo-181,3,IBM,8,1.264557636,0.17103961,1.093518025,6.393361297,9.5,2520.590038,NA,NA,NA,NA,0.227139643,20.77145856,6,0.038136886,22.29710764,6196.685873,NA,NA,NA,1.031348598,NA,NA,NA,NA,41.9025,NA,NA,43.916175,NA,NA,NA,NA
PA15,807,HN,Mo-059,3,IBM,8,1.099618183,0.263049386,0.836568797,3.180272757,8.5,1873.667638,NA,NA,NA,NA,0.230675166,27.57396246,12,0.057737353,21.94924447,5206.429802,NA,NA,NA,1.187330942,NA,NA,NA,NA,36.3937,NA,NA,39.955825,NA,NA,NA,NA
PA15,807,HN,Mo-059,3,IBM,8,1.136598372,0.27081818,0.865780192,3.196905727,8.5,1653.928513,NA,NA,NA,NA,0.318988728,36.84407781,11,0.05928759,21.89202746,5941.53303,NA,NA,NA,1.20601591,NA,NA,NA,NA,39.1671,NA,NA,36.6416875,NA,NA,NA,NA
PA15,808,HN,Mo-277,3,IBM,8,1.401418472,0.37479453,1.026623942,2.739164692,10,1503.415142,NA,NA,NA,NA,0.180798957,17.61102092,11,0.080687505,21.52846386,7256.20128,NA,NA,NA,1.160071468,NA,NA,NA,NA,33.08985,NA,NA,30.687775,NA,NA,NA,NA
PA15,808,HN,Mo-277,3,IBM,8,1.667409598,0.399288625,1.268120973,3.175950661,10,1986.037667,NA,NA,NA,NA,0.288263606,22.7315542,12,0.099616871,24.94858726,8418.892542,NA,NA,NA,1.218301772,NA,NA,NA,NA,38.2858,NA,NA,35.7481625,NA,NA,NA,NA
PA15,809,HN,Mo-323,3,IBM,8,1.745189915,0.529152317,1.335793429,3.271119229,10,NA,NA,NA,NA,NA,0.179727436,13.45473272,10,0.121650883,22.98976676,12485.12244,NA,NA,NA,1.25152448,NA,NA,NA,NA,62.6871,NA,NA,71.7935,NA,NA,NA,NA
PA15,809,HN,Mo-323,3,IBM,8,2.394906144,0.471051641,1.923854503,4.084168984,10,3100.472363,NA,NA,NA,NA,0.112489332,5.847081067,10,0.107292113,22.77714446,10737.06726,NA,NA,NA,1.238459284,NA,NA,NA,NA,53.29465,NA,NA,52.202075,NA,NA,NA,NA
PA15,810,HN,Mo-030,3,IBM,8,0.92606693,0.16599478,0.76007215,4.578891873,9.5,1516.781425,NA,NA,NA,NA,0.012234397,1.609636257,8,0.033621365,20.25447137,4169.682984,NA,NA,NA,1.107848755,NA,NA,NA,NA,35.9175,NA,NA,33.1558875,NA,NA,NA,NA
PA15,810,HN,Mo-030,3,IBM,8,1.06241835,0.169131499,0.893286851,5.281611386,9.5,1657.849113,NA,NA,NA,NA,0.062174112,6.960150812,9,0.04046517,23.92527107,4522.043786,NA,NA,NA,1.192251763,NA,NA,NA,NA,33.2352,NA,NA,32.8134375,NA,NA,NA,NA
PA15,811,HN,Mo-352,3,IBM,8,1.013972306,0.249151463,0.764820844,3.069702403,11,977.7772125,NA,NA,NA,NA,0.188382864,24.63097935,16,0.047354894,19.00646836,3137.834945,NA,NA,NA,1.370164036,NA,NA,NA,NA,26.03575,NA,NA,28.3477625,NA,NA,NA,NA
PA15,811,HN,Mo-352,3,IBM,8,1.456601028,0.346261478,1.110339551,3.206650532,12.5,783.395,NA,NA,NA,NA,0.209146773,18.83628961,16,0.050636944,14.62390337,3451.596885,NA,NA,NA,1.269968936,NA,NA,NA,NA,27.0563,NA,NA,24.828925,NA,NA,NA,NA
PA15,101,LN,Mo-129,2,IBM,1,1.18749143,0.348212323,0.839279107,2.410251024,8.5,1348.219438,NA,NA,NA,NA,0.089954091,10.71801859,14,0.053001297,15.22097101,4007.614783,NA,NA,NA,1.265463839,NA,NA,NA,NA,32.2865,NA,NA,33.4830875,NA,NA,NA,NA
PA15,101,LN,Mo-129,2,IBM,1,1.05478374,0.283613917,0.771169823,2.719083152,8,1568.960863,NA,NA,NA,NA,0.175053224,22.69969834,11,0.053474088,18.85453608,5181.255867,NA,NA,NA,1.086620625,NA,NA,NA,NA,34.7743,NA,NA,29.0196125,NA,NA,NA,NA
PA15,102,LN,Mo-323,2,IBM,1,1.033106963,0.270923692,0.76218327,2.813276551,9,1358.760175,NA,NA,NA,NA,0.001660272,0.217831087,10,0.044099433,16.27743682,4067.33239,NA,NA,NA,1.10884889,NA,NA,NA,NA,32.4617,NA,NA,31.0595125,NA,NA,NA,NA
PA15,102,LN,Mo-323,2,IBM,1,1.097504737,0.258166311,0.839338426,3.251153973,9,1540.415125,NA,NA,NA,NA,0.00584653,0.69656407,8,0.056065977,21.71699961,7392.974794,NA,NA,NA,1.112573051,NA,NA,NA,NA,34.52185,NA,NA,33.5256875,NA,NA,NA,NA
PA15,103,LN,Mo-365,2,IBM,1,0.959078158,0.249125677,0.709952481,2.849776422,9.5,1100.082438,NA,NA,NA,NA,0.257757578,36.30631413,11,0.057370623,23.02878743,5468.165014,NA,NA,NA,1.231055249,NA,NA,NA,NA,30.2784,NA,NA,29.2436375,NA,NA,NA,NA
PA15,103,LN,Mo-365,2,IBM,1,0.983578741,0.200459264,0.783119477,3.906626531,9,1533.170738,NA,NA,NA,NA,0.201017051,25.66875902,9,0.031365784,15.64696153,3720.069049,NA,NA,NA,1.047578518,NA,NA,NA,NA,36.3121,NA,NA,38.27405,NA,NA,NA,NA
PA15,104,LN,Mo-030,2,IBM,1,1.157790494,0.31748851,0.840301984,2.646716203,8.5,1459.73035,NA,NA,NA,NA,0.076645236,9.121153745,12,0.067243109,21.17969849,5615.747171,NA,NA,NA,1.241533882,NA,NA,NA,NA,37.8174,NA,NA,33.3985625,NA,NA,NA,NA
PA15,104,LN,Mo-030,2,IBM,1,1.074197699,0.27685721,0.797340489,2.879970106,9,1523.060138,NA,NA,NA,NA,0.094078107,11.79898777,12,0.055052442,19.88477796,4356.617605,NA,NA,NA,1.203727763,NA,NA,NA,NA,32.94175,NA,NA,31.65415,NA,NA,NA,NA
PA15,105,LN,Mo-352,2,IBM,1,0.726525124,0.190611001,0.535914123,2.811559246,8,1153.069175,NA,NA,NA,NA,0.076239422,14.226052,11,0.036577217,19.18945721,3211.08718,NA,NA,NA,1.212195571,NA,NA,NA,NA,29.7652,NA,NA,28.418925,NA,NA,NA,NA
PA15,106,LN,Mo-178,2,IBM,1,0.979354547,0.280055375,0.699299172,2.497003212,7,1847.652763,NA,NA,NA,NA,0.145257697,20.77189601,11,0.053937946,19.25974314,5439.096446,NA,NA,NA,1.174612657,NA,NA,NA,NA,39.1334,NA,NA,41.5443625,NA,NA,NA,NA
PA15,106,LN,Mo-178,2,IBM,1,0.713200313,0.199727983,0.513472331,2.570858241,8,1207.4777,NA,NA,NA,NA,0.096961623,18.88351475,8,0.043728088,21.89382126,5891.336658,NA,NA,NA,1.09770113,NA,NA,NA,NA,28.63925,NA,NA,28.24565,NA,NA,NA,NA
PA15,107,LN,Mo-126,2,IBM,1,0.97435781,0.241697431,0.732660379,3.031312237,9.5,1108.282675,NA,NA,NA,NA,0.139120907,18.98845786,10,0.051955459,21.4960741,5583.488557,NA,NA,NA,1.253966662,NA,NA,NA,NA,32.6031,NA,NA,30.5359125,NA,NA,NA,NA
PA15,107,LN,Mo-126,2,IBM,1,0.840181086,0.205397189,0.634783897,3.090518918,10,997.4257125,NA,NA,NA,NA,0.245350721,38.65106254,9,0.039980761,19.46509662,4897.866205,NA,NA,NA,1.121412455,NA,NA,NA,NA,27.03425,NA,NA,24.992525,NA,NA,NA,NA
PA15,108,LN,Mo-059,2,IBM,1,1.012958713,0.294732117,0.718226595,2.436879299,9,1047.343175,NA,NA,NA,NA,0.086454615,12.03723391,12,0.053753069,18.23794063,4664.773284,NA,NA,NA,1.124869043,NA,NA,NA,NA,31.73565,NA,NA,31.5236125,NA,NA,NA,NA
PA15,108,LN,Mo-059,2,IBM,1,1.233413845,0.298117031,0.935296815,3.137347815,9.5,1425.396888,NA,NA,NA,NA,0.285293144,30.50295259,10,0.063814527,21.40586437,6638.147853,NA,NA,NA,1.139859149,NA,NA,NA,NA,35.0156,NA,NA,34.6157625,NA,NA,NA,NA
PA15,110,LN,Mo-201,2,IBM,1,1.16915613,0.32094013,0.848216,2.642910376,9,1422.808588,NA,NA,NA,NA,0.130683424,15.40685669,13,0.061484133,19.15750851,5151.544725,NA,NA,NA,1.185407742,NA,NA,NA,NA,35.6073,NA,NA,32.996575,NA,NA,NA,NA
PA15,110,LN,Mo-201,2,IBM,1,1.079801307,0.274326238,0.805475069,2.936194052,9.5,1531.087563,NA,NA,NA,NA,0.174304992,21.64002323,11,0.061173212,22.29943905,5398.602773,NA,NA,NA,1.175681523,NA,NA,NA,NA,33.0747,NA,NA,32.7199875,NA,NA,NA,NA
PA15,111,LN,Mo-277,2,IBM,1,1.046181944,0.240441581,0.805740363,3.351085787,9.5,1269.706442,NA,NA,NA,NA,0.086841429,10.7778427,9,0.063936584,26.59131763,7640.357241,NA,NA,NA,1.186114533,NA,NA,NA,NA,33.1106,NA,NA,32.29795,NA,NA,NA,NA
PA15,111,LN,Mo-277,2,IBM,1,0.938722832,0.170898596,0.767824236,4.492864498,8.5,1331.977658,NA,NA,NA,NA,0.082664373,10.76605412,9,0.042344291,24.77743656,4626.09015,NA,NA,NA,1.195428938,NA,NA,NA,NA,36.5621,NA,NA,39.426975,NA,NA,NA,NA
PA15,201,LN,Mo-181,2,IBM,2,0.760991318,0.192212053,0.568779264,2.959123813,9,1043.324475,NA,NA,NA,NA,0.150755002,26.50501028,8,0.04472202,23.26702183,6083.50681,NA,NA,NA,1.120416338,NA,NA,NA,NA,29.42055,NA,NA,26.2744125,NA,NA,NA,NA
PA15,201,LN,Mo-181,2,IBM,2,0.742446778,0.15489741,0.587549368,3.793151652,8,1322.657838,NA,NA,NA,NA,0.153512854,26.12765193,8,0.035931621,23.19704418,4458.577573,NA,NA,NA,1.170014689,NA,NA,NA,NA,32.3466,NA,NA,34.786325,NA,NA,NA,NA
PA15,202,LN,Mo-365,2,IBM,2,1.181766544,0.33675262,0.845013924,2.509301705,10,1501.674213,NA,NA,NA,NA,0.309695125,36.64970669,13,0.074510516,22.1261875,5810.849412,NA,NA,NA,1.183714541,NA,NA,NA,NA,31.316,NA,NA,27.4323,NA,NA,NA,NA
PA15,202,LN,Mo-365,2,IBM,2,1.039268657,0.265544964,0.773723694,2.913720086,10,1292.647863,NA,NA,NA,NA,0.257019369,33.2184953,12,0.064615349,24.33311023,5635.51115,NA,NA,NA,1.259477748,NA,NA,NA,NA,31.4413,NA,NA,28.2867625,NA,NA,NA,NA
PA15,203,LN,Mo-030,2,IBM,2,1.186596129,0.306666963,0.879929166,2.869331465,8.5,1301.6158,NA,NA,NA,NA,0.248376615,28.22688745,10,0.068270505,22.26209984,7052.671431,NA,NA,NA,1.264475735,NA,NA,NA,NA,33.9833,NA,NA,35.355,NA,NA,NA,NA
PA15,203,LN,Mo-030,2,IBM,2,1.181330567,0.290594955,0.890735613,3.065213622,9,1379.741725,NA,NA,NA,NA,0.174153556,19.55165525,11,0.056325305,19.38275381,5135.14668,NA,NA,NA,1.129915481,NA,NA,NA,NA,39.69805,NA,NA,41.9464,NA,NA,NA,NA
PA15,204,LN,Mo-059,2,IBM,2,0.891155635,0.238035512,0.653120122,2.74379279,8,1932.033263,NA,NA,NA,NA,0.139754524,21.39798163,11,0.055781327,23.43403562,5250.412032,NA,NA,NA,1.218700413,NA,NA,NA,NA,37.12635,NA,NA,39.22055,NA,NA,NA,NA
PA15,204,LN,Mo-059,2,IBM,2,1.243073759,0.254562043,0.988511716,3.883185815,8.5,2517.675425,NA,NA,NA,NA,0.14238789,14.40426937,11,0.05887558,23.12818504,6130.445582,NA,NA,NA,1.162541734,NA,NA,NA,NA,47.1968,NA,NA,47.29365,NA,NA,NA,NA
PA15,205,LN,Mo-277,2,IBM,2,0.888152193,0.250656278,0.637495916,2.543307197,8,1415.3287,NA,NA,NA,NA,0.186307988,29.22496963,11,0.060255602,24.03913519,5601.25812,NA,NA,NA,1.265013329,NA,NA,NA,NA,34.1786,NA,NA,31.5986625,NA,NA,NA,NA
PA15,205,LN,Mo-277,2,IBM,2,1.093992015,0.266359917,0.827632098,3.107194606,8,1410.993068,NA,NA,NA,NA,0.167289265,20.21299868,9,0.06747962,25.33399953,7707.6307,NA,NA,NA,1.201937856,NA,NA,NA,NA,35.56015,NA,NA,40.5752625,NA,NA,NA,NA
PA15,206,LN,Mo-129,2,IBM,2,1.034630942,0.304131124,0.730499818,2.40192391,8.5,1475.305613,NA,NA,NA,NA,0.048470665,6.635274057,11,0.073997144,24.33067137,6743.283018,NA,NA,NA,1.193404339,NA,NA,NA,NA,36.4668,NA,NA,33.2619875,NA,NA,NA,NA
PA15,206,LN,Mo-129,2,IBM,2,0.96775583,0.244287313,0.723468517,2.961547649,8,1127.356188,NA,NA,NA,NA,0.353121563,48.80952719,11,0.052298411,21.40856614,4713.961389,NA,NA,NA,1.147432357,NA,NA,NA,NA,33.2629,NA,NA,35.267075,NA,NA,NA,NA
PA15,207,LN,Mo-201,2,IBM,2,1.756914094,0.481558765,1.275355328,2.648389812,10.5,1588.622642,NA,NA,NA,NA,0.262148026,20.55490108,13,0.08651545,17.96570974,6820.392687,NA,NA,NA,1.19658663,NA,NA,NA,NA,38.158,NA,NA,27.4777125,NA,NA,NA,NA
PA15,207,LN,Mo-201,2,IBM,2,1.65584792,0.43199076,1.22385716,2.833063284,11.5,1567.9861,NA,NA,NA,NA,0.234020621,19.12156322,14,0.060080421,13.90780235,4856.003387,NA,NA,NA,1.126009873,NA,NA,NA,NA,32.9154,NA,NA,29.367275,NA,NA,NA,NA
PA15,208,LN,Mo-352,2,IBM,2,1.228266418,0.352016629,0.876249789,2.489228393,10,1848.940713,NA,NA,NA,NA,0.197823224,22.57612233,14,0.07322894,20.80269329,5263.68132,NA,NA,NA,1.213974153,NA,NA,NA,NA,38.9123,NA,NA,35.3009125,NA,NA,NA,NA
PA15,208,LN,Mo-352,2,IBM,2,1.303375596,0.355672153,0.947703442,2.664542145,10,1421.695713,NA,NA,NA,NA,0.213490324,22.52712344,14,0.07698887,21.6460214,5286.314103,NA,NA,NA,1.223649615,NA,NA,NA,NA,33.42345,NA,NA,37.7505625,NA,NA,NA,NA
PA15,209,LN,Mo-178,2,IBM,2,0.716450935,0.22398595,0.492464985,2.198642303,6,1495.028,NA,NA,NA,NA,0.181178085,36.79004414,8,0.043479349,19.41164129,5845.059368,NA,NA,NA,1.106576071,NA,NA,NA,NA,34.05995,NA,NA,33.766175,NA,NA,NA,NA
PA15,209,LN,Mo-178,2,IBM,2,0.932834268,0.24842624,0.684408027,2.754974781,7.5,1671.639775,NA,NA,NA,NA,0.349498932,51.06587279,8,0.050467321,20.31481072,6271.551383,NA,NA,NA,1.16910212,NA,NA,NA,NA,35.3976,NA,NA,36.8661875,NA,NA,NA,NA
PA15,210,LN,Mo-126,2,IBM,2,0.901760207,0.257640519,0.644119688,2.500071379,10,1145.953863,NA,NA,NA,NA,0.326194564,50.64191797,11,0.057743221,22.41232127,5478.228782,NA,NA,NA,1.19292448,NA,NA,NA,NA,27.60575,NA,NA,20.8172625,NA,NA,NA,NA
PA15,210,LN,Mo-126,2,IBM,2,0.950778777,0.256472268,0.694306508,2.70714067,10,909.5441125,NA,NA,NA,NA,0.039734557,5.722912925,11,0.044245352,17.25151521,4875.200047,NA,NA,NA,1.193647262,NA,NA,NA,NA,27.65965,NA,NA,27.499925,NA,NA,NA,NA
PA15,211,LN,Mo-323,2,IBM,2,1.313891453,0.368406015,0.945485438,2.566422369,9,1629.867113,NA,NA,NA,NA,0.261139305,27.6196009,10,0.074584438,20.24517368,7421.631449,NA,NA,NA,1.199302766,NA,NA,NA,NA,36.30435,NA,NA,35.6716875,NA,NA,NA,NA
PA15,211,LN,Mo-323,2,IBM,2,1.021279435,0.279284117,0.741995318,2.656775929,10,1183.0067,NA,NA,NA,NA,0.028514406,3.842936053,11,0.0486592,17.42283129,4584.195389,NA,NA,NA,1.184789444,NA,NA,NA,NA,28.7474,NA,NA,28.693225,NA,NA,NA,NA
PA15,301,LN,Mo-352,2,IBM,3,0.679394559,0.133507523,0.545887036,4.088811064,10,1106.224713,NA,NA,NA,NA,0.070316905,12.88121905,9,0.026801684,20.07503649,2917.608326,NA,NA,NA,1.157290745,NA,NA,NA,NA,28.62265,NA,NA,27.7043625,NA,NA,NA,NA
PA15,301,LN,Mo-352,2,IBM,3,0.604531126,0.115043935,0.489487191,4.254784837,8.5,1216.071575,NA,NA,NA,NA,0.071360132,14.57854948,10,0.020421443,17.75099512,1985.978285,NA,NA,NA,1.098723849,NA,NA,NA,NA,30.1623,NA,NA,28.6159375,NA,NA,NA,NA
PA15,302,LN,Mo-277,2,IBM,3,0.770335534,0.184284298,0.586051237,3.180147434,8,1640.631292,NA,NA,NA,NA,0.146984811,25.08053932,9,0.043868408,23.80474536,5578.995375,NA,NA,NA,1.313402312,NA,NA,NA,NA,30.9587,NA,NA,33.1486375,NA,NA,NA,NA
PA15,302,LN,Mo-277,2,IBM,3,0.676093859,0.158465317,0.517628543,3.266510011,8,1557.606133,NA,NA,NA,NA,0.082756387,15.98760123,8,0.036261831,22.88313397,4581.967682,NA,NA,NA,1.157155037,NA,NA,NA,NA,34.19155,NA,NA,33.7611125,NA,NA,NA,NA
PA15,303,LN,Mo-181,2,IBM,3,0.617880583,0.189612287,0.428268296,2.25865266,7.5,1274.263388,NA,NA,NA,NA,0.074177006,17.3202189,8,0.039564806,20.86616177,5365.309462,NA,NA,NA,1.145334746,NA,NA,NA,NA,31.7236,NA,NA,32.66575,NA,NA,NA,NA
PA15,303,LN,Mo-181,2,IBM,3,0.725294636,0.201656355,0.523638281,2.596686234,6.5,1119.8536,NA,NA,NA,NA,0.135597012,25.89516798,11,0.045748563,22.68639811,4058.145389,NA,NA,NA,1.114940096,NA,NA,NA,NA,34.4282,NA,NA,29.283725,NA,NA,NA,NA
PA15,304,LN,Mo-059,2,IBM,3,1.558206884,0.481541363,1.076665521,2.235873393,10,1497.060975,NA,NA,NA,NA,0.254199635,23.60989834,14,0.102419202,21.26903518,7201.511699,NA,NA,NA,1.195636837,NA,NA,NA,NA,37.1883,NA,NA,37.4736875,NA,NA,NA,NA
PA15,304,LN,Mo-059,2,IBM,3,1.214133831,0.33409291,0.880040922,2.634120318,8.5,1604.414288,NA,NA,NA,NA,0.077885117,8.850169975,12,0.072143233,21.59376364,6231.806914,NA,NA,NA,1.275365146,NA,NA,NA,NA,34.9871,NA,NA,37.19945,NA,NA,NA,NA
PA15,305,LN,Mo-126,2,IBM,3,1.056757305,0.252688786,0.804068519,3.182050665,9.5,1572.231625,NA,NA,NA,NA,0.289809353,36.0428678,8,0.068569695,27.13602634,8730.163217,NA,NA,NA,1.214743828,NA,NA,NA,NA,34.4091,NA,NA,34.056825,NA,NA,NA,NA
PA15,305,LN,Mo-126,2,IBM,3,0.913348722,0.218186148,0.695162574,3.186098568,9.5,1270.95695,NA,NA,NA,NA,0.224659925,32.31760941,8,0.049728665,22.79185267,6256.456693,NA,NA,NA,1.276245206,NA,NA,NA,NA,32.3193,NA,NA,30.375875,NA,NA,NA,NA
PA15,306,LN,Mo-030,2,IBM,3,0.805892096,0.182613631,0.623278465,3.413099341,8.5,1160.920613,NA,NA,NA,NA,0.177975997,28.55481254,9,0.036348098,19.90437258,3910.733703,NA,NA,NA,1.116598508,NA,NA,NA,NA,33.9294,NA,NA,34.9018375,NA,NA,NA,NA
PA15,306,LN,Mo-030,2,IBM,3,1.325697288,0.279591471,1.046105817,3.741551254,9,1644.68415,NA,NA,NA,NA,0.301952835,28.86446382,11,0.047965199,17.15545856,4224.714661,NA,NA,NA,1.159582534,NA,NA,NA,NA,42.37975,NA,NA,38.481,NA,NA,NA,NA
PA15,307,LN,Mo-178,2,IBM,3,0.740219374,0.175065003,0.565154371,3.228254421,8,1352.441013,NA,NA,NA,NA,0.111293544,19.69259185,10,0.028046686,16.02072658,2825.620367,NA,NA,NA,1.122676156,NA,NA,NA,NA,31.44095,NA,NA,33.3636,NA,NA,NA,NA
PA15,307,LN,Mo-178,2,IBM,3,0.760270183,0.162391075,0.597879108,3.681723932,9,1240.2587,NA,NA,NA,NA,0.024554169,4.106878496,9,0.028647131,17.64082869,3664.043513,NA,NA,NA,1.123219476,NA,NA,NA,NA,31.16135,NA,NA,33.2005375,NA,NA,NA,NA
PA15,308,LN,Mo-129,2,IBM,3,1.355941485,0.359389861,0.996551624,2.772898547,8.5,1561.946388,NA,NA,NA,NA,0.189967505,19.06248511,12,0.08342737,23.21361256,7181.499406,NA,NA,NA,1.225911881,NA,NA,NA,NA,33.7227,NA,NA,31.713925,NA,NA,NA,NA
PA15,308,LN,Mo-129,2,IBM,3,1.15894117,0.293844451,0.865096719,2.944063484,9,1611.435813,NA,NA,NA,NA,0.271292479,31.35978595,10,0.075650811,25.74518945,6955.976479,NA,NA,NA,1.141886696,NA,NA,NA,NA,36.68035,NA,NA,39.447525,NA,NA,NA,NA
PA15,309,LN,Mo-323,2,IBM,3,0.727931261,0.193001429,0.534929833,2.771636651,8.5,1175.237888,NA,NA,NA,NA,0.005843637,1.092411909,9,0.041580415,21.54409677,4463.667493,NA,NA,NA,1.15591458,NA,NA,NA,NA,30.8832,NA,NA,31.6662875,NA,NA,NA,NA
PA15,309,LN,Mo-323,2,IBM,3,0.951348063,0.24434959,0.706998472,2.893389227,9.5,1259.208663,NA,NA,NA,NA,0.109080553,15.42868296,10,0.051295307,20.99258963,5404.517412,NA,NA,NA,1.290419977,NA,NA,NA,NA,30.966,NA,NA,28.63445,NA,NA,NA,NA
PA15,310,LN,Mo-201,2,IBM,3,0.699659042,0.187192065,0.512466977,2.737653314,10,962.369,NA,NA,NA,NA,0.034939412,6.817885632,12,0.037812503,20.19984284,3480.66825,NA,NA,NA,1.214433293,NA,NA,NA,NA,25.6521,NA,NA,23.122125,NA,NA,NA,NA
